,date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
621626,2020-09-26,MG,,state,286350,7181,202,False,21168791.0,21292666.0,31.0,1344.82925,2.5100000000000002
621627,2020-09-25,MG,,state,283479,7056,201,False,21168791.0,21292666.0,31.0,1331.34573,2.4899999999999998
621628,2020-09-24,MG,,state,278901,6983,200,False,21168791.0,21292666.0,31.0,1309.84537,2.5
621629,2020-09-23,MG,,state,276314,6897,199,False,21168791.0,21292666.0,31.0,1297.69565,2.5
621630,2020-09-22,MG,,state,273233,6764,198,False,21168791.0,21292666.0,31.0,1283.22588,2.48
621631,2020-09-21,MG,,state,271194,6727,197,False,21168791.0,21292666.0,31.0,1273.64981,2.48
621632,2020-09-20,MG,,state,270053,6714,196,False,21168791.0,21292666.0,31.0,1268.29116,2.4899999999999998
621633,2020-09-19,MG,,state,268009,6656,195,False,21168791.0,21292666.0,31.0,1258.6916099999999,2.48
621634,2020-09-18,MG,,state,265185,6574,194,False,21168791.0,21292666.0,31.0,1245.42883,2.48
621635,2020-09-17,MG,,state,262001,6500,193,False,21168791.0,21292666.0,31.0,1230.47532,2.48
621636,2020-09-16,MG,,state,258595,6419,192,False,21168791.0,21292666.0,31.0,1214.4792,2.48
621637,2020-09-15,MG,,state,255606,6328,191,False,21168791.0,21292666.0,31.0,1200.4415,2.48
621638,2020-09-14,MG,,state,253997,6286,190,False,21168791.0,21292666.0,31.0,1192.88491,2.4699999999999998
621639,2020-09-13,MG,,state,252263,6276,189,False,21168791.0,21292666.0,31.0,1184.74126,2.4899999999999998
621640,2020-09-12,MG,,state,250190,6200,188,False,21168791.0,21292666.0,31.0,1175.00552,2.48
621641,2020-09-11,MG,,state,246149,6114,187,False,21168791.0,21292666.0,31.0,1156.02715,2.48
621642,2020-09-10,MG,,state,242533,6009,186,False,21168791.0,21292666.0,31.0,1139.0447800000002,2.48
621643,2020-09-09,MG,,state,238515,5935,185,False,21168791.0,21292666.0,31.0,1120.17443,2.4899999999999998
621644,2020-09-08,MG,,state,236663,5877,184,False,21168791.0,21292666.0,31.0,1111.4766,2.48
621645,2020-09-07,MG,,state,236012,5851,183,False,21168791.0,21292666.0,31.0,1108.41921,2.48
621646,2020-09-06,MG,,state,234804,5837,182,False,21168791.0,21292666.0,31.0,1102.7458900000001,2.4899999999999998
621647,2020-09-05,MG,,state,231878,5708,181,False,21168791.0,21292666.0,31.0,1089.00407,2.46
621648,2020-09-04,MG,,state,228013,5708,180,False,21168791.0,21292666.0,31.0,1070.85228,2.5
621649,2020-09-03,MG,,state,224987,5591,179,False,21168791.0,21292666.0,31.0,1056.6408199999998,2.4899999999999998
621650,2020-09-02,MG,,state,222048,5505,178,False,21168791.0,21292666.0,31.0,1042.8379400000001,2.48
621651,2020-09-01,MG,,state,218781,5364,177,False,21168791.0,21292666.0,31.0,1027.4946300000001,2.45
621652,2020-08-31,MG,,state,216557,5335,176,False,21168791.0,21292666.0,31.0,1017.04972,2.46
